EMG_Raw1,EMG_Raw2,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ
972.09,533.76,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
1087.39,508.97,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
815.46,801.94,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
914.62,828.98,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
1369.85,637.05,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
762.12,484.93,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
726.44,581.08,0.157,0.972,0.158,-4.822,-3.906,-7.446,76.273,-8.02,155.764
768.13,622.03,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
958.19,680.24,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1020.54,755.36,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
954.06,477.42,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
876.68,483.8,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
952.93,687.0,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1075.0,623.53,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
794.8,495.45,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1026.55,527.37,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1225.24,666.35,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1201.95,717.05,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1056.97,708.41,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1167.02,644.94,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1274.07,652.07,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
1171.91,612.64,0.122,0.976,0.162,-6.348,2.075,4.761,76.02,-8.267,155.66
980.72,599.86,0.118,0.965,0.147,-6.348,2.075,4.761,76.02,-8.267,155.66
744.85,653.2,0.118,0.965,0.147,-6.348,2.075,4.761,76.02,-8.267,155.66
1037.06,684.38,0.118,0.965,0.147,-6.348,2.075,4.761,76.02,-8.267,155.66
867.29,693.01,0.118,0.965,0.147,-14.832,6.531,7.568,76.02,-8.267,155.66
1004.76,605.5,0.118,0.965,0.147,-14.832,6.531,7.568,76.02,-8.267,155.66
1060.73,675.74,0.118,0.965,0.147,-14.832,6.531,7.568,76.02,-8.267,155.66
1069.37,633.67,0.118,0.965,0.147,-14.832,6.531,7.568,76.02,-8.267,155.66
1046.83,510.47,0.118,0.965,0.147,-14.832,6.531,7.568,76.02,-8.267,155.66
1040.07,480.05,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
1139.6,656.96,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
1068.99,732.45,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
1227.49,731.7,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
819.97,759.5,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
1107.68,503.71,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
1400.65,622.03,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
1038.94,613.39,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
940.16,614.89,0.118,0.965,0.147,-14.832,6.531,7.568,75.026,-8.745,156.319
988.61,641.18,0.164,0.94,0.144,-14.832,6.531,7.568,75.026,-8.745,156.319
1115.19,788.42,0.164,0.94,0.144,-14.832,6.531,7.568,75.026,-8.745,156.319
1040.44,742.59,0.164,0.94,0.144,-30.762,3.357,3.296,75.026,-8.745,156.319
1013.78,667.47,0.164,0.94,0.144,-30.762,3.357,3.296,75.026,-8.745,156.319
1122.33,629.16,0.164,0.94,0.144,-30.762,3.357,3.296,75.026,-8.745,156.319
979.97,675.74,0.164,0.94,0.144,-30.762,3.357,3.296,75.026,-8.745,156.319
942.79,607.38,0.164,0.94,0.144,-30.762,3.357,3.296,75.026,-8.745,156.319
941.29,636.3,0.164,0.94,0.144,-30.762,3.357,3.296,75.026,-8.745,156.319
1123.08,552.54,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
1165.14,618.27,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
949.92,712.92,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
981.48,690.38,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
1006.64,691.14,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
983.73,658.46,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
1009.65,664.09,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
860.91,736.21,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
989.74,691.51,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
1138.85,594.23,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
1384.12,562.3,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
1081.01,581.08,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
844.38,696.39,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
809.83,667.85,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
956.69,638.93,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
956.69,816.96,0.164,0.94,0.144,-30.762,3.357,3.296,72.966,-9.168,156.841
966.08,666.35,0.156,0.9,0.222,-30.762,3.357,3.296,72.966,-9.168,156.841
1044.95,677.99,0.156,0.9,0.222,-30.762,3.357,3.296,72.966,-9.168,156.841
1232.38,644.94,0.156,0.9,0.222,-30.762,3.357,3.296,72.966,-9.168,156.841
1136.97,569.82,0.156,0.9,0.222,-62.683,6.104,6.47,72.966,-9.168,156.841
1075.0,696.39,0.156,0.9,0.222,-62.683,6.104,6.47,72.966,-9.168,156.841
1109.93,708.79,0.156,0.9,0.222,-62.683,6.104,6.47,72.966,-9.168,156.841
1298.86,578.08,0.156,0.9,0.222,-62.683,6.104,6.47,72.966,-9.168,156.841
1157.26,694.14,0.156,0.9,0.222,-62.683,6.104,6.47,72.966,-9.168,156.841
822.97,613.01,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1087.39,612.26,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1101.67,605.5,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
892.08,672.36,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
918.75,757.24,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1098.66,654.7,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1162.89,509.72,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
961.19,647.19,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1046.08,828.23,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
960.82,768.51,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1075.38,575.08,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1035.19,597.99,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1069.74,659.59,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1026.55,671.6,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
882.69,596.11,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1122.7,714.42,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
945.04,733.58,0.156,0.9,0.222,-62.683,6.104,6.47,68.472,-9.514,157.709
1021.29,501.08,0.09,0.839,0.383,-62.683,6.104,6.47,68.472,-9.514,157.709
1187.3,561.18,0.09,0.839,0.383,-62.683,6.104,6.47,68.472,-9.514,157.709
1034.81,705.03,0.09,0.839,0.383,-101.44,11.536,29.907,68.472,-9.514,157.709
1026.17,617.52,0.09,0.839,0.383,-101.44,11.536,29.907,68.472,-9.514,157.709
1182.05,626.16,0.09,0.839,0.383,-101.44,11.536,29.907,68.472,-9.514,157.709
1189.18,797.81,0.09,0.839,0.383,-101.44,11.536,29.907,68.472,-9.514,157.709
1011.52,721.18,0.09,0.839,0.383,-101.44,11.536,29.907,68.472,-9.514,157.709
1055.09,554.42,0.09,0.839,0.383,-101.44,11.536,29.907,68.472,-9.514,157.709
1411.16,596.48,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1329.66,636.3,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1199.32,654.7,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1299.98,792.17,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
998.75,570.57,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1209.09,611.51,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1156.88,594.61,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1244.02,568.31,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1096.78,570.57,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1212.09,534.13,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1134.72,447.0,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1031.43,524.37,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1254.54,795.18,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1230.87,842.88,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
951.43,665.97,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
934.15,793.3,0.09,0.839,0.383,-101.44,11.536,29.907,60.76,-10.481,159.664
1105.05,656.96,0.17,0.662,0.43,-101.44,11.536,29.907,60.76,-10.481,159.664
911.61,617.14,0.17,0.662,0.43,-101.44,11.536,29.907,60.76,-10.481,159.664
1076.88,556.3,0.17,0.662,0.43,-101.44,11.536,29.907,60.76,-10.481,159.664
1411.16,546.15,0.17,0.662,0.43,-131.47,21.667,48.706,60.76,-10.481,159.664
1097.91,534.51,0.17,0.662,0.43,-131.47,21.667,48.706,60.76,-10.481,159.664
1114.44,680.62,0.17,0.662,0.43,-131.47,21.667,48.706,60.76,-10.481,159.664
1099.41,552.16,0.17,0.662,0.43,-131.47,21.667,48.706,60.76,-10.481,159.664
1072.37,615.64,0.17,0.662,0.43,-131.47,21.667,48.706,60.76,-10.481,159.664
1280.08,553.29,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1026.55,522.49,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1019.04,826.35,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1084.39,875.18,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1305.24,685.5,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1093.03,528.12,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1009.65,534.13,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1077.25,539.77,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1041.2,691.51,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1316.14,844.38,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
827.85,587.85,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1025.8,610.38,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1004.76,632.92,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1161.76,519.86,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1209.09,576.2,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1096.41,662.59,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1170.03,489.44,0.17,0.662,0.43,-131.47,21.667,48.706,49.51,-12.206,163.691
1355.57,872.18,0.314,0.336,0.725,-131.47,21.667,48.706,49.51,-12.206,163.691
1346.56,813.21,0.314,0.336,0.725,-131.47,21.667,48.706,49.51,-12.206,163.691
1213.22,655.08,0.314,0.336,0.725,-168.274,19.897,46.204,49.51,-12.206,163.691
1109.18,668.98,0.314,0.336,0.725,-168.274,19.897,46.204,49.51,-12.206,163.691
1213.6,533.38,0.314,0.336,0.725,-168.274,19.897,46.204,49.51,-12.206,163.691
1323.65,443.99,0.314,0.336,0.725,-168.274,19.897,46.204,49.51,-12.206,163.691
1405.53,726.07,0.314,0.336,0.725,-168.274,19.897,46.204,49.51,-12.206,163.691
1411.16,631.04,0.314,0.336,0.725,-168.274,19.897,46.204,49.51,-12.206,163.691
1411.16,668.98,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1389.75,723.81,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1068.24,762.5,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1007.77,639.68,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1300.74,780.53,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,432.35,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,701.65,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,791.8,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1243.27,754.24,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,566.81,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,582.59,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,844.38,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,662.97,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1214.72,660.71,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1180.92,647.94,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1068.99,545.78,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,778.65,0.314,0.336,0.725,-168.274,19.897,46.204,34.189,-12.953,168.788
1244.02,676.86,-0.011,0.092,0.893,-168.274,19.897,46.204,34.189,-12.953,168.788
1387.88,593.86,-0.011,0.092,0.893,-168.274,19.897,46.204,34.189,-12.953,168.788
1411.16,830.48,-0.011,0.092,0.893,-188.049,77.637,50.11,34.189,-12.953,168.788
1135.1,743.72,-0.011,0.092,0.893,-188.049,77.637,50.11,34.189,-12.953,168.788
1074.62,776.77,-0.011,0.092,0.893,-188.049,77.637,50.11,34.189,-12.953,168.788
1023.17,641.56,-0.011,0.092,0.893,-188.049,77.637,50.11,34.189,-12.953,168.788
1411.16,600.99,-0.011,0.092,0.893,-188.049,77.637,50.11,34.189,-12.953,168.788
1411.16,654.33,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1152.75,593.48,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1325.53,685.13,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1048.71,588.6,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1344.31,666.72,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1411.16,797.81,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1411.16,825.23,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1184.3,646.81,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1285.71,562.3,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1170.78,914.99,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1353.32,709.16,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1287.21,718.18,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1411.16,674.98,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
969.46,576.2,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1035.19,514.23,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1411.16,636.3,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1411.16,886.82,-0.011,0.092,0.893,-188.049,77.637,50.11,15.688,-11.025,175.089
1411.16,814.71,-0.114,-0.321,0.912,-188.049,77.637,50.11,15.688,-11.025,175.089
1208.34,650.95,-0.114,-0.321,0.912,-188.049,77.637,50.11,15.688,-11.025,175.089
827.48,659.21,-0.114,-0.321,0.912,-188.049,77.637,50.11,15.688,-11.025,175.089
859.41,679.12,-0.114,-0.321,0.912,-185.669,79.59,20.447,15.688,-11.025,175.089
1129.09,708.41,-0.114,-0.321,0.912,-185.669,79.59,20.447,15.688,-11.025,175.089
1411.16,641.93,-0.114,-0.321,0.912,-185.669,79.59,20.447,15.688,-11.025,175.089
1411.16,631.04,-0.114,-0.321,0.912,-185.669,79.59,20.447,15.688,-11.025,175.089
1310.13,578.83,-0.114,-0.321,0.912,-185.669,79.59,20.447,15.688,-11.025,175.089
1011.15,598.74,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
777.9,615.64,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
828.98,788.04,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1245.9,744.47,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1056.22,650.95,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
982.98,711.04,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
886.82,644.56,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
742.97,702.4,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
515.73,695.64,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1187.3,475.92,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1411.16,531.51,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1171.15,768.51,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1411.16,716.3,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
947.3,707.66,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
914.62,708.79,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1391.26,806.45,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1411.16,833.49,-0.114,-0.321,0.912,-185.669,79.59,20.447,-3.384,-5.213,179.462
1411.16,583.34,0.017,-0.675,0.974,-185.669,79.59,20.447,-3.384,-5.213,179.462
1411.16,474.04,0.017,-0.675,0.974,-185.669,79.59,20.447,-3.384,-5.213,179.462
1411.16,572.82,0.017,-0.675,0.974,-183.105,47.729,-5.676,-3.384,-5.213,179.462
1411.16,608.13,0.017,-0.675,0.974,-183.105,47.729,-5.676,-3.384,-5.213,179.462
1411.16,672.36,0.017,-0.675,0.974,-183.105,47.729,-5.676,-3.384,-5.213,179.462
1411.16,774.52,0.017,-0.675,0.974,-183.105,47.729,-5.676,-3.384,-5.213,179.462
1411.16,774.52,0.017,-0.675,0.974,-183.105,47.729,-5.676,-3.384,-5.213,179.462
1411.16,755.74,0.017,-0.675,0.974,-183.105,47.729,-5.676,-3.384,-5.213,179.462
1411.16,590.85,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1411.16,655.83,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1186.93,632.92,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1198.57,685.5,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1405.15,753.11,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1411.16,731.33,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1411.16,693.01,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1411.16,684.38,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1390.88,788.42,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1411.16,792.55,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1411.16,706.54,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1395.01,564.18,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1063.36,528.12,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
878.56,622.4,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
1012.65,658.46,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
901.1,762.88,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
998.0,648.32,0.017,-0.675,0.974,-183.105,47.729,-5.676,-22.209,0.615,179.143
895.09,552.91,-0.069,-0.874,0.778,-183.105,47.729,-5.676,-22.209,0.615,179.143
897.34,708.41,-0.069,-0.874,0.778,-183.105,47.729,-5.676,-22.209,0.615,179.143
1005.51,775.27,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-22.209,0.615,179.143
1121.95,814.71,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-22.209,0.615,179.143
1411.16,713.3,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-22.209,0.615,179.143
1031.81,531.88,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-22.209,0.615,179.143
1052.84,495.45,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-22.209,0.615,179.143
1074.25,610.01,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
960.82,736.21,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
828.98,597.61,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
629.91,644.94,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
690.76,677.24,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
887.2,610.38,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
977.72,575.45,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
931.52,648.69,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
812.83,646.06,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
726.07,744.1,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
573.57,751.98,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
775.27,570.57,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
806.82,602.12,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
800.81,767.76,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
744.85,708.41,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
783.16,481.17,-0.069,-0.874,0.778,-164.978,7.996,-11.902,-39.545,2.736,177.177
816.96,554.79,0.02,-1.047,0.602,-164.978,7.996,-11.902,-39.545,2.736,177.177
848.51,617.89,0.02,-1.047,0.602,-164.978,7.996,-11.902,-39.545,2.736,177.177
842.88,676.49,0.02,-1.047,0.602,-164.978,7.996,-11.902,-39.545,2.736,177.177
816.96,682.12,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-39.545,2.736,177.177
655.45,738.09,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-39.545,2.736,177.177
808.7,690.76,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-39.545,2.736,177.177
923.26,553.29,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-39.545,2.736,177.177
792.17,551.79,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-39.545,2.736,177.177
852.27,591.6,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
1026.55,641.93,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
907.11,564.56,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
904.48,472.16,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
930.39,576.95,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
930.77,673.11,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
851.89,753.86,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
888.7,682.5,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
921.38,576.58,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
977.34,600.24,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
952.93,576.95,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
883.44,504.84,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
936.78,594.61,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
979.97,676.86,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
989.74,657.71,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
988.61,576.95,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
937.53,586.72,0.02,-1.047,0.602,-155.396,-13.489,-27.039,-56.129,1.686,175.364
910.86,539.39,0.09,-1.015,0.471,-155.396,-13.489,-27.039,-56.129,1.686,175.364
929.27,520.24,0.09,-1.015,0.471,-155.396,-13.489,-27.039,-56.129,1.686,175.364
779.4,600.24,0.09,-1.015,0.471,-155.396,-13.489,-27.039,-56.129,1.686,175.364
858.28,614.51,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-56.129,1.686,175.364
1035.56,672.73,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-56.129,1.686,175.364
922.51,636.3,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-56.129,1.686,175.364
842.5,618.27,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-56.129,1.686,175.364
